Subregion,Region,Lat,Long,Day,Count,What
All,Canada,50.26825,-104.22195,2020-01-30,2,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-01-31,4,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-01,4,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-02,4,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-03,4,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-04,4,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-05,5,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-06,5,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-07,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-08,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-09,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-10,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-11,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-12,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-13,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-14,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-15,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-16,7,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-17,8,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-18,8,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-19,8,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-20,8,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-21,9,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-22,9,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-23,9,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-24,10,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-25,11,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-26,11,Confirmed Cases
All,Canada,50.26825,-104.22195,2020-02-27,13,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-02-28,14,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-02-29,20,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-03-01,24,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-03-02,27,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-03-03,30,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-03-04,33,Confirmed Cases
All,Canada,51.1588,-93.9976666666667,2020-03-05,37,Confirmed Cases
All,Canada,51.852425,-99.642375,2020-03-06,49,Confirmed Cases
All,Canada,51.852425,-99.642375,2020-03-07,54,Confirmed Cases
All,Canada,51.852425,-99.642375,2020-03-08,64,Confirmed Cases
All,Canada,51.852425,-99.642375,2020-03-09,77,Confirmed Cases
All,Canada,51.852425,-99.642375,2020-03-10,79,Confirmed Cases
All,Canada,50.795,-93.00628,2020-03-11,108,Confirmed Cases
All,Canada,50.795,-93.00628,2020-03-12,117,Confirmed Cases
All,Canada,49.7905875,-99.1202125,2020-03-13,193,Confirmed Cases
All,Canada,49.7905875,-99.1202125,2020-03-14,198,Confirmed Cases
All,Canada,49.79709,-91.40389,2020-03-15,252,Confirmed Cases
All,Canada,49.3320818181818,-88.8893818181818,2020-03-16,415,Confirmed Cases
All,Canada,49.3320818181818,-88.8893818181818,2020-03-17,478,Confirmed Cases
All,Canada,49.3320818181818,-88.8893818181818,2020-03-18,657,Confirmed Cases
All,Canada,49.3320818181818,-88.8893818181818,2020-03-19,800,Confirmed Cases
All,Canada,49.3320818181818,-88.8893818181818,2020-03-20,943,Confirmed Cases
All,Canada,50.6232,-91.8857416666667,2020-03-21,1278,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-01-31,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-01,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-02,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-03,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-04,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-05,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-06,2,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-07,3,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-08,3,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-09,3,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-10,8,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-11,8,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-12,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-13,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-14,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-15,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-16,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-17,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-18,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-19,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-20,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-21,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-22,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-23,9,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-24,13,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-25,13,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-26,13,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-27,15,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-28,20,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-02-29,23,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-03-01,36,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-03-02,40,Confirmed Cases
All,United Kingdom,55.3781,-3.436,2020-03-03,51,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-04,86,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-05,116,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-06,164,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-07,207,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-08,274,Confirmed Cases
All,United Kingdom,45.75945,-4.3948,2020-03-09,322,Confirmed Cases
All,United Kingdom,46.9637333333333,-3.718,2020-03-10,384,Confirmed Cases
All,United Kingdom,46.9637333333333,-3.718,2020-03-11,459,Confirmed Cases
All,United Kingdom,46.9637333333333,-3.718,2020-03-12,459,Confirmed Cases
All,United Kingdom,40.051125,-23.10215,2020-03-13,802,Confirmed Cases
All,United Kingdom,40.051125,-23.10215,2020-03-14,1144,Confirmed Cases
All,United Kingdom,40.051125,-23.10215,2020-03-15,1145,Confirmed Cases
All,United Kingdom,40.051125,-23.10215,2020-03-16,1551,Confirmed Cases
All,United Kingdom,40.051125,-23.10215,2020-03-17,1960,Confirmed Cases
All,United Kingdom,35.3894,-30.9192,2020-03-18,2642,Confirmed Cases
All,United Kingdom,34.8758,-36.55775,2020-03-19,2716,Confirmed Cases
All,United Kingdom,37.6415571428571,-31.9849428571429,2020-03-20,4014,Confirmed Cases
All,United Kingdom,37.6415571428571,-31.9849428571429,2020-03-21,5067,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-07,61,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-08,61,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-09,64,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-10,135,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-11,135,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-12,175,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-13,175,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-14,218,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-15,285,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-16,355,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-17,454,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-18,542,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-19,621,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-20,634,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-21,634,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-22,634,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-23,691,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-24,691,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-25,691,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-26,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-27,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-28,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-02-29,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-01,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-02,705,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-03,706,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-04,706,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-05,706,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-06,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-07,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-08,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-09,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-10,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-11,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-12,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-13,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-14,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-15,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-16,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-17,696,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-18,712,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-19,712,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-20,712,Confirmed Cases
All,Cruise Ship,35.4437,139.638,2020-03-21,712,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-02-27,1,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-02-28,1,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-02-29,3,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-03-01,4,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-03-02,4,Confirmed Cases
All,Denmark,56.2639,9.5018,2020-03-03,6,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-04,11,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-05,11,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-06,24,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-07,24,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-08,37,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-09,92,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-10,264,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-11,444,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-12,617,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-13,804,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-14,836,Confirmed Cases
All,Denmark,59.07825,1.295,2020-03-15,875,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-16,933,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-17,1025,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-18,1116,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-19,1225,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-20,1337,Confirmed Cases
All,Denmark,63.2878,-13.3381,2020-03-21,1420,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-02-27,1,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-02-28,1,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-02-29,6,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-01,10,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-02,18,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-03,24,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-04,38,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-05,82,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-06,128,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-07,188,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-08,265,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-09,321,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-10,382,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-11,503,Confirmed Cases
All,Netherlands,52.1326,5.2913,2020-03-12,503,Confirmed Cases
All,Netherlands,32.3256,-32.37225,2020-03-13,806,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-14,962,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-15,1138,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-16,1416,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-17,1711,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-18,2058,Confirmed Cases
All,Netherlands,25.6069333333333,-44.5781666666667,2020-03-19,2467,Confirmed Cases
All,Netherlands,23.715825,-49.197325,2020-03-20,3003,Confirmed Cases
All,Netherlands,23.715825,-49.197325,2020-03-21,3640,Confirmed Cases
All,US,39.4862979591837,-93.927312244898,2020-03-13,2102,Confirmed Cases
All,US,39.4862979591837,-93.927312244898,2020-03-14,2646,Confirmed Cases
All,US,39.4862979591837,-93.927312244898,2020-03-15,3407,Confirmed Cases
All,US,39.4862979591837,-93.927312244898,2020-03-16,4534,Confirmed Cases
All,US,39.466396,-93.667856,2020-03-17,6321,Confirmed Cases
All,US,39.466396,-93.667856,2020-03-18,7672,Confirmed Cases
All,US,39.466396,-93.667856,2020-03-19,13548,Confirmed Cases
All,US,39.466396,-93.667856,2020-03-20,18926,Confirmed Cases
All,US,39.466396,-93.667856,2020-03-21,25301,Confirmed Cases
All,US,39.1389375,-110.1268,2020-01-26,5,Confirmed Cases
All,US,39.1389375,-110.1268,2020-01-27,5,Confirmed Cases
All,US,39.1389375,-110.1268,2020-01-28,5,Confirmed Cases
All,US,39.1389375,-110.1268,2020-01-29,5,Confirmed Cases
All,US,39.1389375,-110.1268,2020-01-30,5,Confirmed Cases
All,US,39.4251083333333,-110.452366666667,2020-01-31,7,Confirmed Cases
All,US,40.0121066666667,-102.573673333333,2020-02-01,8,Confirmed Cases
All,US,40.0121066666667,-102.573673333333,2020-02-02,8,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-03,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-04,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-05,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-06,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-07,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-08,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-09,11,Confirmed Cases
All,US,40.087675,-102.65552,2020-02-10,11,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-11,12,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-12,12,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-13,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-14,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-15,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-16,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-17,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-18,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-19,13,Confirmed Cases
All,US,39.9786,-102.551568,2020-02-20,13,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-21,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-22,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-23,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-24,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-25,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-26,15,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-27,16,Confirmed Cases
All,US,40.2478942857143,-102.744237142857,2020-02-28,16,Confirmed Cases
All,US,41.1666452380952,-106.101780952381,2020-02-29,24,Confirmed Cases
All,US,41.2697244897959,-101.155440816327,2020-03-01,30,Confirmed Cases
All,US,40.226423,-93.458366,2020-03-02,53,Confirmed Cases
All,US,39.3373401515152,-91.4642715909091,2020-03-03,73,Confirmed Cases
All,US,39.3435569444444,-91.47163125,2020-03-04,104,Confirmed Cases
All,US,38.4918970352564,-91.9183105769231,2020-03-05,172,Confirmed Cases
All,US,39.2251931677019,-90.9456657349896,2020-03-06,217,Confirmed Cases
All,US,38.1754337037037,-93.9395779012346,2020-03-07,336,Confirmed Cases
All,US,38.3759855629349,-92.6763211281287,2020-03-08,450,Confirmed Cases
All,US,38.2655849867725,-92.6103812289562,2020-03-09,515,Confirmed Cases
All,US,38.4861611111111,-92.0541027777778,2020-03-10,887,Confirmed Cases
All,US,38.7899714285714,-92.4406119047619,2020-03-11,1204,Confirmed Cases
All,US,38.9378955555556,-92.8726866666667,2020-03-12,1586,Confirmed Cases
All,US,44.67195,-105.01485,2020-01-24,2,Confirmed Cases
All,US,44.67195,-105.01485,2020-01-25,2,Confirmed Cases
All,US,47.6062,-122.3321,2020-01-22,1,Confirmed Cases
All,US,47.6062,-122.3321,2020-01-23,1,Confirmed Cases
Hubei,China,30.9756,112.2707,2020-01-22,17,Fatalities
Hubei,China,30.9756,112.2707,2020-01-23,17,Fatalities
Hebei,China,39.549,116.1306,2020-01-23,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-24,24,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-24,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-24,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-25,40,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-25,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-25,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-26,52,Fatalities
Henan,China,33.882,113.614,2020-01-26,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-26,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-26,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-26,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-27,76,Fatalities
Henan,China,33.882,113.614,2020-01-27,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-27,1,Fatalities
Beijing,China,40.1824,116.4142,2020-01-27,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-27,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-27,1,Fatalities
Hainan,China,19.1959,109.7453,2020-01-27,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-28,125,Fatalities
Henan,China,33.882,113.614,2020-01-28,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-28,1,Fatalities
Beijing,China,40.1824,116.4142,2020-01-28,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-28,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-28,1,Fatalities
Hainan,China,19.1959,109.7453,2020-01-28,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-29,125,Fatalities
Henan,China,33.882,113.614,2020-01-29,2,Fatalities
Sichuan,China,30.6171,102.7103,2020-01-29,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-29,1,Fatalities
Beijing,China,40.1824,116.4142,2020-01-29,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-29,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-29,1,Fatalities
Hainan,China,19.1959,109.7453,2020-01-29,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-30,162,Fatalities
Henan,China,33.882,113.614,2020-01-30,2,Fatalities
Sichuan,China,30.6171,102.7103,2020-01-30,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-30,2,Fatalities
Beijing,China,40.1824,116.4142,2020-01-30,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-30,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-30,1,Fatalities
Hainan,China,19.1959,109.7453,2020-01-30,1,Fatalities
Hubei,China,30.9756,112.2707,2020-01-31,204,Fatalities
Henan,China,33.882,113.614,2020-01-31,2,Fatalities
Sichuan,China,30.6171,102.7103,2020-01-31,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-01-31,2,Fatalities
Beijing,China,40.1824,116.4142,2020-01-31,1,Fatalities
Shanghai,China,31.202,121.4491,2020-01-31,1,Fatalities
Hebei,China,39.549,116.1306,2020-01-31,1,Fatalities
Hainan,China,19.1959,109.7453,2020-01-31,1,Fatalities
Hubei,China,30.9756,112.2707,2020-02-01,249,Fatalities
Henan,China,33.882,113.614,2020-02-01,2,Fatalities
Chongqing,China,30.0572,107.874,2020-02-01,1,Fatalities
Sichuan,China,30.6171,102.7103,2020-02-01,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-02-01,2,Fatalities
Beijing,China,40.1824,116.4142,2020-02-01,1,Fatalities
Shanghai,China,31.202,121.4491,2020-02-01,1,Fatalities
Hebei,China,39.549,116.1306,2020-02-01,1,Fatalities
Hainan,China,19.1959,109.7453,2020-02-01,1,Fatalities
All,Philippines,13,122,2020-02-02,1,Fatalities
Hubei,China,30.9756,112.2707,2020-02-02,350,Fatalities
Henan,China,33.882,113.614,2020-02-02,2,Fatalities
Chongqing,China,30.0572,107.874,2020-02-02,2,Fatalities
Sichuan,China,30.6171,102.7103,2020-02-02,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-02-02,2,Fatalities
Beijing,China,40.1824,116.4142,2020-02-02,1,Fatalities
Shanghai,China,31.202,121.4491,2020-02-02,1,Fatalities
Hebei,China,39.549,116.1306,2020-02-02,1,Fatalities
Hainan,China,19.1959,109.7453,2020-02-02,1,Fatalities
All,Philippines,13,122,2020-02-03,1,Fatalities
Hubei,China,30.9756,112.2707,2020-02-03,414,Fatalities
Henan,China,33.882,113.614,2020-02-03,2,Fatalities
Chongqing,China,30.0572,107.874,2020-02-03,2,Fatalities
Sichuan,China,30.6171,102.7103,2020-02-03,1,Fatalities
Heilongjiang,China,47.862,127.7615,2020-02-03,2,Fatalities
Beijing,China,40.1824,116.4142,2020-02-03,1,Fatalities
Shanghai,China,31.202,121.4491,2020-02-03,1,Fatalities
