Subregion,Region,Lat,Long,Day,Count
All,France,46.2276,2.2137,2020-03-10,33
All,France,46.2276,2.2137,2020-03-11,48
All,France,46.2276,2.2137,2020-03-12,48
All,France,46.2276,2.2137,2020-03-13,79
All,France,46.2276,2.2137,2020-03-14,91
All,France,46.2276,2.2137,2020-03-15,91
All,Cruise Ship,35.4437,139.638,2020-02-20,2
All,Cruise Ship,35.4437,139.638,2020-02-21,2
All,Cruise Ship,35.4437,139.638,2020-02-22,2
All,Cruise Ship,35.4437,139.638,2020-02-23,3
All,Cruise Ship,35.4437,139.638,2020-02-24,3
All,Cruise Ship,35.4437,139.638,2020-02-25,3
All,Cruise Ship,35.4437,139.638,2020-02-26,4
All,Cruise Ship,35.4437,139.638,2020-02-27,4
All,Cruise Ship,35.4437,139.638,2020-02-28,6
All,Cruise Ship,35.4437,139.638,2020-02-29,6
All,Cruise Ship,35.4437,139.638,2020-03-01,6
All,Cruise Ship,35.4437,139.638,2020-03-02,6
All,Cruise Ship,35.4437,139.638,2020-03-03,6
All,Cruise Ship,35.4437,139.638,2020-03-04,6
All,Cruise Ship,35.4437,139.638,2020-03-05,6
All,Cruise Ship,35.4437,139.638,2020-03-06,6
All,Cruise Ship,35.4437,139.638,2020-03-07,6
All,Cruise Ship,35.4437,139.638,2020-03-08,6
All,Cruise Ship,35.4437,139.638,2020-03-09,6
All,Cruise Ship,35.4437,139.638,2020-03-10,6
All,Cruise Ship,35.4437,139.638,2020-03-11,7
All,Cruise Ship,35.4437,139.638,2020-03-12,7
All,Cruise Ship,35.4437,139.638,2020-03-13,7
All,Cruise Ship,35.4437,139.638,2020-03-14,7
All,Cruise Ship,35.4437,139.638,2020-03-15,7
All,Australia,-31.9505,115.8605,2020-03-01,1
All,Australia,-31.9505,115.8605,2020-03-02,1
All,Australia,-31.9505,115.8605,2020-03-03,1
All,Australia,-32.90965,133.5349,2020-03-04,2
All,Australia,-32.90965,133.5349,2020-03-05,2
All,Australia,-32.90965,133.5349,2020-03-06,2
All,Australia,-32.90965,133.5349,2020-03-07,2
All,Australia,-32.90965,133.5349,2020-03-08,3
All,Australia,-32.90965,133.5349,2020-03-09,3
All,Australia,-32.90965,133.5349,2020-03-10,3
All,Australia,-32.90965,133.5349,2020-03-11,3
All,Australia,-32.90965,133.5349,2020-03-12,3
All,Australia,-32.90965,133.5349,2020-03-13,3
All,Australia,-32.90965,133.5349,2020-03-14,3
All,Australia,-32.90965,133.5349,2020-03-15,3
All,United Kingdom,55.3781,-3.436,2020-03-05,1
All,United Kingdom,55.3781,-3.436,2020-03-06,2
All,United Kingdom,55.3781,-3.436,2020-03-07,2
All,United Kingdom,55.3781,-3.436,2020-03-08,3
All,United Kingdom,55.3781,-3.436,2020-03-09,4
All,United Kingdom,55.3781,-3.436,2020-03-10,6
All,United Kingdom,55.3781,-3.436,2020-03-11,8
All,United Kingdom,55.3781,-3.436,2020-03-12,8
All,United Kingdom,55.3781,-3.436,2020-03-13,8
All,United Kingdom,55.3781,-3.436,2020-03-14,21
All,United Kingdom,55.3781,-3.436,2020-03-15,21
All,Canada,49.2827,-123.1207,2020-03-09,1
All,Canada,49.2827,-123.1207,2020-03-10,1
All,Canada,49.2827,-123.1207,2020-03-11,1
All,Canada,49.2827,-123.1207,2020-03-12,1
All,Canada,49.2827,-123.1207,2020-03-13,1
All,Canada,49.2827,-123.1207,2020-03-14,1
All,Canada,49.2827,-123.1207,2020-03-15,1
All,Denmark,56.2639,9.5018,2020-03-14,1
All,Denmark,56.2639,9.5018,2020-03-15,2
All,US,43.4556,-121.44345,2020-03-04,11
All,US,43.4556,-121.44345,2020-03-05,12
All,US,43.4556,-121.44345,2020-03-06,14
All,US,43.4556,-121.44345,2020-03-07,17
All,US,38.5424,-109.118283333333,2020-03-08,21
All,US,38.4733444444444,-108.817194444444,2020-03-09,22
All,US,37.895575,-99.344975,2020-03-10,28
All,US,39.17642,-99.36374,2020-03-11,36
All,US,38.1537833333333,-96.7436333333333,2020-03-12,40
All,US,38.2070428571429,-96.7411857142857,2020-03-13,47
All,US,37.9648727272727,-93.4077545454546,2020-03-14,54
All,US,38.5154666666667,-95.79635,2020-03-15,63
All,US,47.6062,-122.3321,2020-02-29,1
All,US,47.6062,-122.3321,2020-03-01,1
All,US,47.8196,-122.083,2020-03-02,6
All,US,47.8196,-122.083,2020-03-03,7
All,Italy,43,12,2020-02-24,7
All,Italy,43,12,2020-02-25,10
All,Italy,43,12,2020-02-26,12
All,Italy,43,12,2020-02-27,17
All,Italy,43,12,2020-02-28,21
All,Italy,43,12,2020-02-29,29
All,Italy,43,12,2020-03-01,34
All,Italy,43,12,2020-03-02,52
All,Italy,43,12,2020-03-03,79
All,Italy,43,12,2020-03-04,107
All,Italy,43,12,2020-03-05,148
All,Italy,43,12,2020-03-06,197
All,Italy,43,12,2020-03-07,233
All,Italy,43,12,2020-03-08,366
All,Italy,43,12,2020-03-09,463
All,Italy,43,12,2020-03-10,631
All,Italy,43,12,2020-03-11,827
All,Italy,43,12,2020-03-12,1016
All,Italy,43,12,2020-03-13,1266
All,Italy,43,12,2020-03-14,1441
All,Italy,43,12,2020-03-15,1809
All,Italy,43,12,2020-03-16,2158
